,userId,movieId,rating
517,5,461,3.5
518,5,435,3.0
519,1,345,4.0
520,6,590,1.5
521,9,977,3.0
522,9,1337,4.0
523,2,1851,5.0
524,8,88,4.0
525,8,2747,5.0
526,9,217,3.0
527,2,2915,3.0
528,9,492,3.0
529,9,5978,3.5
530,3,3024,2.5
531,3,2203,4.5
532,8,3984,3.0
533,7,2596,3.5
534,9,3330,2.0
535,6,601,1.5
536,1,6220,3.0
537,1,3251,1.5
538,7,4752,3.5
539,7,5500,4.5
540,9,2042,3.0
541,6,226,3.5
542,9,2698,2.0
543,2,4403,4.0
544,5,2699,4.0
545,6,36,2.5
546,8,4340,2.0
547,6,1064,2.5
548,6,3381,3.5
549,5,521,3.0
550,1,1323,2.0
551,4,3128,4.0
552,5,3184,3.0
553,7,4211,4.0
554,6,639,3.0
555,1,1154,4.0
556,3,4707,2.0
557,0,2452,2.0
558,0,2350,3.0
559,2,4410,3.5
560,6,593,3.0
561,7,4476,4.0
562,9,1786,3.0
563,4,4946,3.5
564,7,2909,2.0
565,9,4105,1.5
566,8,592,2.0
567,5,3676,2.5
568,6,2649,0.5
569,2,3487,3.5
570,8,5282,3.0
571,7,4196,2.0
572,6,2888,2.0
573,9,992,4.0
574,5,1408,4.5
575,2,1021,3.5
576,4,2196,4.5
577,1,1790,3.5
578,3,788,1.5
579,4,5574,3.5
580,1,1520,3.0
581,3,1406,3.0
582,6,38,3.0
583,6,1776,3.0
584,7,4230,3.0
585,9,3448,4.0
586,2,3993,4.0
587,4,167,4.5
588,9,2120,3.0
589,4,3342,4.0
590,9,1694,2.0
591,9,5611,3.5
592,7,1352,3.0
593,9,3270,1.0
594,1,6379,2.5
595,5,1130,2.0
596,9,814,5.0
597,5,5746,3.5
598,3,2711,2.5
599,7,2411,4.0
600,2,4432,3.0
601,1,997,4.0
602,4,847,3.5
603,6,4420,2.5
604,3,1145,3.0
605,1,1933,3.5
606,6,3658,3.0
607,7,490,3.0
608,4,4802,4.5
609,4,1334,0.5
610,6,1113,2.0
611,9,587,2.0
612,4,652,5.0
613,7,1348,3.5
614,1,2698,3.0
615,7,922,3.5
616,9,3517,4.0
617,9,1643,3.0
618,9,1614,2.0
619,9,739,5.0
620,8,4748,3.0
621,1,262,4.0
622,9,4299,4.0
623,5,1929,3.5
624,0,2010,5.0
625,9,2664,4.0
626,2,3299,3.5
627,1,6228,1.0
628,1,5346,4.0
629,7,209,2.5
630,3,953,3.5
631,2,845,5.0
632,7,1264,2.0
633,6,2220,1.5
634,9,2476,4.0
635,9,2388,2.0
636,6,5,2.5
637,6,5747,3.0
638,0,6574,4.0
639,8,6071,4.0
640,0,267,4.0
641,3,647,3.0
642,2,2683,5.0
643,6,3489,2.5
644,9,4355,4.0
645,3,6123,4.0
646,0,2593,4.0
647,1,4334,2.0
648,7,2463,2.5
649,9,2014,3.0
650,7,4311,2.5
651,1,640,4.5
652,9,67,2.0
653,9,6601,4.0
654,5,1476,3.5
655,4,5769,4.0
656,2,3940,3.5
657,3,1022,2.5
658,1,1416,3.0
659,6,1606,2.0
660,9,461,4.0
661,2,4976,4.0
662,4,1423,4.0
663,9,5042,3.0
664,2,1983,3.5
665,6,3964,3.0
666,9,527,1.0
667,7,905,4.0
668,8,2653,5.0
669,7,736,2.0
670,2,3618,1.5
671,0,2591,2.0
672,6,3985,1.5
673,2,5566,2.5
674,6,1491,2.5
675,9,630,4.0
676,6,2038,1.5
677,1,3489,3.0
678,0,2592,3.0
679,7,1732,1.5
680,6,3777,2.5
681,9,1499,4.0
682,3,3702,4.5
683,8,4109,3.0
684,8,6272,3.5
685,0,4358,3.5
686,0,4683,4.0
687,6,4451,4.0
688,3,3692,3.5
689,7,51,2.5
690,2,3063,3.5
691,6,1688,3.0
692,7,3349,3.0
693,0,4031,3.0
694,6,290,3.0
695,0,6525,2.0
696,7,4871,3.5
697,8,2003,3.0
698,7,4373,3.5
699,5,2747,3.5
700,4,4631,4.0
701,9,4760,3.5
702,6,225,3.5
703,7,1589,3.5
704,9,23,3.0
705,3,387,4.5
706,4,6244,3.5
707,6,5418,2.0
708,6,1237,3.0
709,6,1975,3.5
710,0,1187,3.0
711,5,3803,2.0
712,3,2265,3.0
713,1,1884,4.0
714,7,675,4.0
715,6,2380,3.0
716,2,6307,3.5
717,6,3131,4.5
718,6,797,3.0
719,3,283,1.5
720,1,263,2.5
721,2,5314,4.0
722,4,3455,3.5
723,6,3488,2.5
724,7,1330,4.0
725,2,3103,5.0
726,5,539,2.5
727,8,527,3.0
728,6,2562,3.0
729,6,4830,3.0
730,6,563,2.5
731,2,5031,3.0
732,5,3808,3.5
733,0,8,3.0
734,5,3350,3.5
735,1,6328,2.0
736,1,411,3.0
737,5,5405,3.5
738,7,6528,3.0
739,5,3984,1.0
740,7,3842,2.0
741,7,3345,2.0
742,6,6355,3.0
743,1,3800,2.5
744,2,5163,1.0
745,3,1059,3.5
746,7,5075,4.0
747,0,2787,3.0
748,1,2118,4.0
749,1,6065,3.0
750,7,1245,4.0
751,9,1529,4.0
752,2,6640,5.0
753,1,5420,1.5
754,4,252,4.0
755,7,5,3.0
756,6,551,2.5
757,6,1022,2.5
758,3,5209,4.5
759,7,187,4.0
760,5,293,4.0
761,1,3394,3.0
762,1,3779,2.5
763,5,5718,4.0
764,0,3834,4.0
765,9,1974,4.0
766,5,843,4.5
767,0,4694,3.0
768,6,3788,2.5
769,3,6222,3.0
770,6,2586,3.0
771,6,982,1.5
772,3,4018,3.5
773,5,537,3.0
774,7,2591,2.0
775,9,4244,2.5
776,6,719,1.5
777,5,1544,3.5
778,5,2487,5.0
779,4,205,3.0
780,1,5560,1.0
781,6,6605,2.0
782,7,4178,3.5
783,4,4672,3.0
784,9,3292,3.0
785,6,659,3.0
786,9,680,5.0
787,3,0,2.5
788,6,6383,3.0
789,2,3883,3.0
790,9,1468,4.0
791,9,6282,4.0
792,2,1426,3.5
793,6,238,3.0
794,9,966,4.0
795,5,4597,4.0
796,6,607,4.0
797,1,1312,2.5
798,7,5425,4.0
799,8,5336,3.0
800,5,1810,3.5
801,9,5553,3.5
802,9,206,4.0
803,4,1955,4.0
804,7,3604,0.5
805,7,1017,2.5
806,7,4248,3.5
807,3,3032,3.5
808,8,1591,2.5
809,7,5450,3.0
810,9,5945,4.0
811,7,3802,4.0
812,0,950,4.0
813,8,4163,4.0
814,9,2152,4.0
815,2,6154,3.5
816,7,2679,4.0
817,7,2007,4.5
818,9,1699,3.0
819,4,5197,3.0
820,9,6063,3.0
821,7,1711,4.0
822,1,5039,3.5
823,0,1879,2.0
824,1,4351,4.0
825,7,2157,4.0
826,3,2880,2.0
827,6,3801,3.0
828,9,923,5.0
829,3,1005,3.5
830,5,5728,3.0
831,7,4658,3.0
832,2,5093,3.0
833,8,4143,4.0
834,4,66,4.0
835,8,1258,3.0
836,9,1482,3.0
837,5,3836,3.5
838,5,4108,2.5
839,0,711,3.5
840,9,6385,4.0
841,6,3805,2.5
842,5,3469,3.0
843,7,5017,2.5
844,7,5247,2.5
845,8,2330,1.0
846,8,6644,3.0
847,6,1730,3.0
848,7,1866,2.0
849,0,3454,4.0
850,9,5202,4.0
851,2,5568,3.5
852,1,3792,2.0
853,9,3477,4.0
854,9,4135,3.0
855,8,1219,2.0
856,7,775,2.0
857,9,550,2.0
858,9,4454,2.5
859,1,1998,3.0
860,6,1203,2.0
861,4,1531,3.5
862,7,3249,4.0
863,1,4410,3.5
864,4,4553,4.0
865,7,2408,2.0
866,6,3227,1.5
867,7,2799,4.5
868,7,2208,4.0
869,0,1393,2.0
870,3,1264,4.0
871,5,1384,2.5
872,0,4810,4.0
873,2,4080,4.0
874,1,3895,3.0
875,9,1605,1.0
876,6,632,3.0
877,5,4680,4.0
878,9,2140,4.0
879,2,5139,4.0
880,1,2783,4.0
881,8,6476,1.0
882,6,807,4.5
883,4,4626,4.0
884,7,1664,3.5
885,1,2288,1.0
886,6,5773,2.5
887,1,3403,4.0
888,9,3856,5.0
889,0,687,3.0
890,5,3436,2.5
891,5,3967,3.0
892,5,5102,3.5
893,5,4238,4.0
894,8,223,5.0
895,7,2452,4.0
896,7,4371,3.5
897,8,6462,3.0
898,1,2104,4.0
899,7,3628,4.0
900,7,2023,1.0
901,4,5905,3.5
902,9,4041,3.0
903,5,772,3.5
904,5,6312,4.5
905,4,3469,4.5
906,5,3940,4.5
907,9,310,4.0
908,3,853,3.0
909,8,4970,5.0
910,3,2846,3.5
911,4,1775,4.0
912,2,5963,3.5
913,4,2309,4.0
914,6,1056,2.0
915,7,3914,4.0
916,1,416,1.5
917,5,2074,4.5
918,8,764,4.0
919,9,3500,3.0
920,6,1280,3.5
921,6,5503,3.0
922,7,2534,3.5
923,3,4587,3.5
924,1,226,3.0
925,3,2227,4.0
926,0,2630,2.0
927,7,2271,3.5
928,9,6527,2.0
929,9,4778,4.5
930,5,4092,3.0
931,0,6310,4.5
932,5,5590,3.5
933,1,2937,3.0
934,9,2163,3.0
935,2,814,5.0
936,1,6493,3.0
937,3,4431,3.0
938,9,2576,3.0
939,0,3152,3.0
940,6,1928,1.0
941,1,4524,3.5
942,5,2549,1.0
943,6,1657,3.5
944,2,5517,4.0
945,5,148,3.5
946,4,4316,4.0
947,4,1929,3.5
948,1,2455,5.0
949,4,3290,1.0
950,1,5687,2.0
951,9,421,2.0
952,7,2470,3.5
953,6,5843,3.5
954,2,3031,3.0
955,6,2516,3.5
956,9,3362,2.5
957,9,469,4.0
958,2,6317,3.0
959,9,1868,4.0
960,5,5757,3.5
961,7,2744,4.0
962,9,1402,4.0
963,7,5888,3.5
964,9,3463,1.0
965,7,460,5.0
966,1,998,3.0
967,9,518,2.0
968,2,5097,3.0
969,1,4280,3.0
970,1,2549,3.0
971,9,1851,5.0
972,7,168,3.5
973,5,1405,3.0
974,6,5018,2.5
975,8,5288,3.5
976,1,2193,1.5
977,0,922,4.0
978,7,2318,4.5
979,9,793,5.0
980,7,4566,4.0
981,9,4533,3.0
982,2,6125,4.0
983,9,4925,4.0
984,7,1586,3.5
985,8,1820,3.0
986,4,1425,4.0
987,3,426,3.5
988,2,6566,3.5
989,5,1145,3.5
990,4,74,3.5
991,7,3126,2.0
992,3,309,3.5
993,5,633,3.5
994,9,3023,5.0
995,6,6215,2.5
996,5,1484,3.5
997,9,2382,4.0
998,1,5330,4.5
999,3,6478,4.5
1000,8,3734,4.0
1001,6,3790,2.0
1002,2,2837,3.0
1003,6,2326,2.5
1004,9,3112,4.0
1005,2,6127,5.0
1006,9,1140,3.0
1007,1,1690,2.0
1008,1,328,3.0
1009,2,2618,4.5
1010,5,4279,3.5
1011,5,4745,3.5
1012,6,5634,1.0
1013,1,6097,5.0
1014,6,2854,3.0
1015,5,6389,3.0
1016,2,562,5.0
1017,1,3998,3.0
1018,6,98,2.0
1019,9,1363,4.0
1020,3,2023,2.0
1021,1,6305,3.0
1022,7,2255,3.5
1023,1,3581,1.5
1024,4,2445,3.5
1025,8,3430,3.0
1026,6,973,2.5
1027,1,4699,2.0
1028,6,2222,2.0
1029,8,4021,3.0
1030,6,3024,2.0
1031,1,2221,5.0
1032,2,1921,4.0
1033,2,5821,3.0
1034,2,254,5.0
1035,7,2644,3.5
1036,9,4121,3.0
1037,1,2117,3.0
1038,6,2301,1.5
1039,8,6524,5.0
1040,4,5878,2.5
1041,7,943,2.0
1042,1,3229,2.0
1043,7,4644,3.5
1044,6,731,3.0
1045,3,4946,4.0
1046,5,911,4.5
1047,3,3469,4.5
1048,4,5106,3.0
1049,0,807,2.0
1050,6,3984,2.5
1051,0,2559,2.0
1052,5,711,2.0
1053,6,309,2.5
1054,7,4930,3.5
1055,1,1495,4.0
1056,9,3498,4.0
1057,9,3138,2.0
1058,9,417,3.0
1059,1,3224,2.0
1060,6,1981,2.0
1061,2,2138,4.0
1062,7,4912,3.5
1063,1,5190,2.0
1064,7,5930,3.5
1065,4,5346,4.0
1066,9,3564,4.0
1067,9,4703,2.0
1068,9,1137,2.0
1069,4,227,3.5
1070,6,1449,1.0
1071,6,347,1.5
1072,7,1573,4.0
1073,6,6407,4.5
1074,7,1580,3.5
1075,7,642,4.5
1076,7,3439,4.0
1077,9,4811,2.0
1078,9,3853,5.0
1079,5,1009,4.0
1080,4,479,4.0
1081,3,5718,4.0
1082,2,226,3.0
1083,5,5307,4.5
1084,9,1681,4.0
1085,9,1728,2.0
1086,8,269,5.0
1087,3,5257,4.0
1088,5,4765,3.5
1089,6,5690,2.5
1090,8,3354,5.0
1091,6,5625,3.0
1092,6,2207,2.5
1093,9,606,5.0
1094,3,1125,3.5
1095,9,2700,2.0
1096,7,5237,3.0
1097,1,435,4.0
1098,1,3815,1.0
1099,3,3272,3.5
1100,9,2001,3.0
1101,9,4022,4.0
1102,9,4067,3.5
1103,7,4071,4.0
1104,7,2068,1.0
1105,0,345,3.0
1106,1,5582,2.5
1107,2,558,3.5
1108,6,3004,2.5
1109,1,5302,4.5
1110,6,3450,2.5
1111,0,2801,3.0
1112,1,5189,4.0
1113,1,2967,3.0
1114,9,724,2.0
1115,4,4462,2.5
1116,6,4334,1.5
1117,8,5415,4.0
1118,3,1746,3.5
1119,5,6542,4.0
1120,8,1928,4.0
1121,9,2293,3.5
1122,0,6325,2.5
1123,2,6181,4.0
1124,1,1612,3.0
1125,9,2540,4.0
1126,2,4,5.0
1127,7,2880,2.0
1128,8,1222,2.0
1129,1,1427,2.5
1130,3,3940,3.5
1131,0,1400,2.0
1132,4,3402,4.0
1133,2,350,5.0
1134,2,5883,3.5
1135,1,2211,4.0
1136,5,5005,3.5
1137,9,3156,3.0
1138,3,326,2.5
1139,7,1566,4.0
1140,9,33,3.0
1141,8,565,1.0
1142,6,3586,2.5
1143,1,1574,1.5
1144,4,2870,3.0
1145,6,780,5.0
1146,3,735,2.0
1147,9,1368,4.0
1148,6,2462,3.0
1149,6,3478,2.5
1150,5,4914,3.5
1151,8,3826,3.0
1152,9,4159,2.0
1153,6,4727,3.0
1154,5,601,4.0
1155,9,3655,3.0
1156,8,518,3.0
1157,1,1713,4.0
1158,2,2558,1.0
1159,6,1483,1.0
1160,6,2345,2.5
1161,1,3702,1.5
1162,2,5482,2.5
1163,4,4787,4.5
1164,9,3761,4.0
1165,2,224,5.0
1166,3,4535,4.0
1167,9,643,4.0
1168,9,2866,2.0
1169,6,2405,3.0
1170,4,3972,4.0
1171,9,3225,3.0
1172,2,6213,3.0
1173,2,1884,4.0
1174,6,3292,2.5
1175,9,2521,4.0
1176,9,1432,5.0
1177,7,5312,4.0
1178,6,5404,2.5
1179,0,1900,3.0
1180,1,6025,1.5
1181,6,5433,3.5
1182,7,289,2.0
1183,5,2220,3.5
1184,9,458,4.0
1185,1,6120,3.0
1186,4,4542,1.0
1187,7,3184,2.0
1188,4,916,3.5
1189,6,3395,2.5
1190,2,887,5.0
1191,9,1798,3.0
1192,7,374,2.0
1193,0,2757,1.0
1194,3,4207,2.5
1195,9,2906,5.0
1196,6,1799,2.5
1197,5,1108,2.0
1198,1,1608,1.0
1199,0,1409,3.0
1200,2,5914,2.5
1201,6,1873,2.0
1202,0,2118,3.0
1203,5,2617,4.0
1204,1,3334,4.0
1205,4,5955,4.5
1206,6,3417,2.5
1207,2,3179,4.0
1208,0,1994,4.0
1209,9,2446,4.0
1210,7,2326,2.0
1211,9,6321,3.5
1212,6,3368,3.0
1213,6,4697,2.5
1214,6,162,2.0
1215,8,2138,4.0
1216,1,1485,3.0
1217,9,908,5.0
1218,4,658,4.5
1219,5,3547,3.5
1220,6,6387,1.5
1221,9,4023,4.5
1222,8,4488,3.0
1223,9,636,4.0
1224,9,4839,4.0
1225,1,1410,3.0
1226,4,4833,4.5
1227,6,2537,2.0
1228,9,301,3.5
1229,8,866,4.0
1230,9,1693,2.0
1231,2,3836,3.0
1232,6,6622,3.5
1233,8,3507,3.0
1234,9,6146,3.5
1235,5,6310,3.5
1236,5,1,3.5
1237,0,4536,3.0
1238,1,2215,3.0
1239,2,6664,3.5
1240,5,5857,3.5
1241,1,4838,1.5
1242,0,2208,3.0
1243,8,1911,3.0
1244,6,417,3.0
1245,7,4072,3.5
1246,5,1705,4.5
1247,3,2747,4.0
1248,3,937,5.0
1249,9,6118,3.0
1250,9,2020,4.0
1251,3,1666,3.0
1252,6,1147,3.0
1253,5,2731,2.5
1254,1,6269,4.0
1255,1,6084,2.0
1256,6,1851,5.0
1257,1,3758,2.5
1258,2,5932,3.0
1259,7,2810,4.5
1260,7,4739,4.0
1261,9,319,2.0
1262,7,1779,1.0
1263,4,3048,4.0
1264,6,77,2.0
1265,1,3437,2.0
1266,4,1028,3.5
1267,5,6277,3.0
