userId,movieId,rating
474,2416,1.5
288,8781,3.5
68,69844,4.0
414,805,2.0
606,8961,4.0
610,36401,3.5
414,4353,3.0
448,3977,2.0
414,3269,3.0
414,34534,3.5
610,31086,3.5
599,6691,2.5
288,58839,3.0
599,1584,2.0
274,3799,3.0
474,26084,3.5
599,3334,4.5
414,2699,2.0
610,44597,4.0
606,1955,4.0
288,1909,3.5
474,3296,3.5
68,72641,4.5
68,55247,2.5
414,49824,2.5
448,1266,4.0
606,480,2.5
599,131578,2.5
599,42718,3.5
68,2746,3.0
474,7080,3.5
274,6879,3.5
474,7121,5.0
380,8810,3.0
610,95207,2.5
599,169984,2.5
414,3556,4.0
599,76,2.5
274,59387,3.5
474,5525,3.5
474,6454,3.5
606,3545,3.0
474,22,3.0
288,589,4.0
599,6709,2.0
606,469,4.0
606,1586,2.5
599,6860,2.0
610,107462,4.5
380,163056,4.0
474,3668,3.5
414,8366,3.0
474,3385,2.0
599,153,2.0
474,1393,4.5
288,3524,3.0
474,4871,3.5
68,51709,3.5
414,1372,3.0
599,108945,2.5
288,2109,3.0
610,86190,3.5
448,114818,2.5
414,5303,4.0
274,2791,4.0
68,80906,4.0
414,3259,4.0
448,474,4.0
414,2996,2.0
606,6319,2.5
68,51662,4.0
414,2570,3.0
606,7292,2.5
448,59900,2.0
380,4386,3.0
288,1653,4.0
610,71745,4.0
380,135569,4.0
380,68791,3.0
288,3247,3.0
448,2110,4.0
274,41997,3.0
610,34162,4.0
606,54001,3.5
599,44761,3.0
414,2447,4.0
414,77561,3.5
68,3798,4.0
380,72167,4.0
414,454,3.0
599,3448,2.5
610,60471,3.5
606,8724,4.0
474,2942,3.0
288,6873,3.5
599,457,3.0
414,2835,1.0
599,2779,2.5
414,55080,4.0
68,1221,3.0
414,1252,5.0
474,5168,3.0
474,7325,3.5
68,1682,4.5
414,5646,3.0
606,6111,3.5
68,48342,3.0
474,7153,5.0
474,1629,2.0
380,40723,4.0
68,44022,3.5
414,1732,5.0
474,2130,3.5
610,160836,3.0
380,2161,4.0
599,45969,2.5
414,3421,5.0
414,103048,4.0
448,736,3.0
414,2759,3.0
414,2455,4.0
448,8957,2.5
474,237,3.5
474,947,3.5
288,3040,3.0
606,1247,4.5
274,1350,3.5
414,33826,2.5
448,115170,2.5
288,2096,3.0
380,5400,2.0
474,6867,4.0
68,4489,2.5
414,134130,5.0
68,8961,3.5
474,1882,2.0
68,1234,3.5
606,2622,3.5
599,3,1.5
380,6058,3.0
599,1526,0.5
414,2240,3.0
380,168252,5.0
380,34334,2.0
68,2706,4.0
610,102338,4.5
599,3210,3.0
414,3591,2.0
606,8848,4.0
68,1717,2.5
288,2376,2.0
610,66785,3.5
448,3868,5.0
380,78469,4.0
599,26283,3.0
288,6786,4.0
610,53996,3.0
448,93980,1.5
414,1485,3.0
414,1914,4.0
274,805,3.5
68,1644,4.0
274,69251,3.5
448,71518,3.0
414,7980,4.0
599,2292,2.5
274,42738,2.0
606,2160,4.0
474,66934,4.5
599,68945,4.5
68,7046,2.0
68,356,3.5
380,103233,3.0
474,4419,3.5
474,6662,2.5
414,32029,2.5
414,45950,4.5
599,26612,3.0
599,138702,3.0
448,94780,2.0
474,50068,3.5
414,5944,3.0
274,64957,3.5
414,3146,3.0
68,8464,4.5
414,7842,3.0
288,1425,3.5
606,44199,4.0
606,5135,4.5
474,3249,3.0
474,1950,3.5
474,48774,4.0
599,5096,1.0
274,328,4.5
288,3441,2.0
414,6539,4.5
474,3811,4.0
274,32298,1.5
599,2761,3.0
448,3388,2.0
599,198,3.0
606,6237,4.0
606,6377,4.0
380,405,3.0
414,3986,1.5
599,62662,3.0
606,47774,3.0
606,1124,3.5
414,4036,3.0
474,6334,4.0
414,7310,2.5
474,1937,3.5
274,2174,3.5
68,1042,2.5
610,27722,5.0
414,5812,3.5
599,1917,3.0
414,5502,3.0
474,6744,2.5
610,55282,3.0
414,1836,4.5
474,4848,3.5
68,1876,2.5
414,2751,4.0
288,3260,3.0
68,59220,3.5
288,5544,3.5
599,89804,2.5
448,116985,1.5
599,27728,3.0
474,425,3.5
380,78467,2.0
599,71282,3.0
606,4745,2.5
474,364,4.5
599,158783,3.5
288,440,3.5
288,2947,4.0
380,750,5.0
599,81562,4.0
474,8011,4.0
414,4396,3.0
274,68358,4.0
68,4085,2.0
610,1047,4.5
380,51709,4.0
274,44665,3.5
610,95,3.5
380,179401,4.0
606,8622,4.0
599,922,2.5
599,2707,3.0
414,6947,4.0
474,4380,4.0
448,1620,4.0
474,3967,4.0
274,1961,3.5
288,7325,3.0
274,2090,3.0
610,6283,4.5
599,412,3.0
414,89470,4.0
274,6281,4.0
448,71732,1.5
414,4012,3.0
380,589,5.0
474,33794,3.5
474,5601,4.0
288,3114,4.0
599,4774,1.5
68,81910,4.0
414,78574,4.5
414,7193,4.0
448,76251,4.0
610,40815,3.5
448,109187,2.0
599,2423,3.0
288,8784,2.5
274,1753,3.5
599,26365,2.5
599,4511,2.0
606,56333,3.5
599,3266,3.5
610,6807,4.5
474,4886,3.0
68,104,4.5
448,2003,4.0
448,1135,3.0
380,1127,4.0
414,72378,2.0
414,215,4.0
610,36850,4.5
274,784,2.5
448,5025,2.0
380,5872,3.0
68,2947,3.5
599,32587,3.5
599,3882,2.0
474,1635,4.0
448,4756,1.0
414,5788,2.5
606,1277,4.5
414,38038,3.5
606,55052,3.5
599,838,3.0
448,4662,3.0
474,1748,4.0
474,2858,3.5
274,4270,3.5
414,3827,2.0
474,42002,4.0
448,1882,3.0
599,6348,2.5
380,4262,3.0
610,73211,4.0
599,5361,2.0
610,86332,3.5
68,7458,4.0
474,3671,2.0
414,54503,4.0
414,3438,2.0
474,4902,4.0
599,2334,2.5
414,157,4.0
610,166528,4.0
610,8641,4.5
610,4446,3.0
610,38038,4.0
414,8937,4.0
610,5108,2.5
68,42718,4.0
274,1639,3.5
414,5562,2.5
474,6909,4.0
599,2662,3.0
599,4380,3.0
68,193,2.0
414,4979,5.0
474,48780,4.0
68,3252,3.5
448,5449,3.5
288,5015,3.0
414,4591,3.0
448,86190,3.5
474,910,4.0
414,4305,1.5
288,4412,1.0
474,5455,1.5
414,1060,5.0
610,96815,3.5
610,51540,5.0
448,5900,1.5
414,4020,3.0
414,30749,4.5
448,4161,3.0
599,4632,2.5
414,1178,4.0
599,1405,3.0
68,2808,3.5
599,4109,1.5
474,3470,3.5
414,4888,4.0
599,2949,2.5
380,1064,4.0
68,41566,4.5
68,81834,5.0
599,1371,3.0
414,122904,4.0
599,4121,2.5
68,93721,4.5
606,225,3.0
274,596,3.5
274,555,3.0
448,457,4.0
599,833,1.5
414,1356,3.0
414,1921,4.0
610,2571,5.0
380,110,4.0
380,3916,5.0
414,82202,3.0
610,102445,3.0
414,650,3.0
414,61240,3.5
68,4310,2.5
68,52245,4.5
380,5944,3.0
474,3708,3.5
414,4780,2.0
599,849,1.5
448,62956,3.0
448,4643,1.5
474,7303,3.5
474,26133,4.5
414,2861,3.0
599,303,3.5
414,3841,2.0
610,72226,4.0
274,3843,4.0
599,41,2.5
380,6593,2.0
599,1480,2.5
599,4873,3.5
274,709,3.0
448,149354,2.0
606,4464,4.0
274,4545,3.0
474,6331,4.0
599,911,3.0
448,1617,4.0
68,56336,2.0
288,3489,2.0
288,3308,3.0
610,6708,3.5
599,837,3.0
474,6820,4.0
414,2478,3.0
606,40629,3.5
474,4131,2.0
414,6153,1.5
380,836,2.0
274,5378,2.5
599,3774,0.5
610,5025,3.5
380,8866,3.0
474,6308,2.0
599,4104,2.0
414,1374,4.0
274,2003,4.5
610,66943,3.5
606,3089,4.5
448,117176,3.5
68,1097,1.5
606,26422,3.5
448,2134,3.0
68,2001,3.0
599,43,3.0
599,2468,3.0
474,6365,3.0
414,86882,4.0
610,5953,4.0
606,223,4.5
414,2990,3.0
606,4802,4.0
414,2373,2.0
414,59369,3.5
474,1936,3.0
414,4675,1.0
448,145839,2.5
274,1591,2.0
414,1136,5.0
274,60037,3.5
68,85780,2.5
474,3424,4.0
610,6754,3.0
448,1379,4.0
606,1200,3.5
599,6721,2.5
68,1608,3.0
448,2706,3.5
599,5337,3.0
474,647,3.0
606,7396,4.5
606,1918,0.5
599,34332,2.0
414,829,2.0
606,924,5.0
474,1932,3.5
448,3841,3.0
474,1276,3.5
414,5072,4.0
414,2301,3.0
414,2266,2.0
414,1035,5.0
380,7293,3.0
448,349,4.0
414,6534,4.0
274,2702,3.5
288,2804,5.0
414,3793,4.0
610,4728,3.5
448,161290,1.0
448,8983,4.0
474,273,2.5
68,1307,3.5
610,1198,5.0
474,1792,2.0
599,3113,1.5
414,52668,4.0
414,3388,2.0
599,7,2.5
599,174727,3.0
288,48696,4.0
380,45499,4.0
288,354,4.0
68,919,3.0
610,102125,5.0
599,5027,2.5
414,55765,4.0
68,45928,4.0
288,3704,4.0
448,6582,2.0
474,3503,2.5
414,2808,3.0
474,6547,2.5
448,912,4.5
414,81,2.0
414,81564,4.0
274,2085,3.5
606,27408,4.0
610,54995,3.5
68,1407,2.5
448,2011,3.0
599,116941,2.0
414,596,4.0
610,7984,4.0
606,2019,4.0
414,57368,3.0
610,51927,3.5
599,5902,3.0
414,719,1.0
474,1259,4.0
380,134853,5.0
474,1032,2.0
610,5275,1.5
288,3702,2.0
599,5945,1.5
610,26391,2.5
599,2100,2.5
414,902,4.0
599,84772,1.5
448,5027,3.0
288,3703,3.0
474,2412,1.5
599,5528,2.5
414,2110,4.0
68,5419,4.5
380,6157,3.0
380,161634,3.5
288,6617,3.5
288,7150,4.0
599,137859,4.0
68,5400,3.5
474,62,2.5
610,53519,3.5
599,2366,3.0
474,4815,3.0
288,6012,3.0
599,377,3.0
288,32011,2.0
474,40414,3.5
380,2797,3.0
474,6639,3.5
274,3916,3.5
606,7067,4.0
414,7318,3.5
599,300,3.5
474,2227,3.5
414,25,3.0
68,98809,4.5
606,46723,3.5
599,74851,2.0
599,1747,3.0
599,2762,3.5
288,1663,3.0
274,54732,2.0
68,3178,3.0
448,81932,4.0
474,948,4.0
599,3365,3.0
610,149406,3.5
599,4467,4.5
599,1114,3.0
68,370,1.5
448,350,2.5
610,41712,4.0
606,4977,3.5
599,5026,2.5
474,1913,4.0
610,4437,5.0
274,736,2.5
380,719,3.0
599,3654,3.0
599,73017,3.0
599,785,2.5
610,122884,3.0
274,5585,3.5
288,10,3.0
274,4816,3.5
448,112804,2.0
448,115216,3.0
274,42013,3.5
474,32022,3.0
274,5944,1.0
474,5629,2.0
474,4808,2.0
599,47423,3.0
448,5573,2.5
610,74075,1.0
68,1466,3.5
474,8337,4.0
288,3971,3.0
448,2987,4.0
448,45431,3.0
474,34528,4.0
414,2143,4.0
610,81834,5.0
448,91273,1.5
606,337,4.0
474,7,3.0
599,762,2.5
599,1407,2.5
68,90576,4.5
474,247,4.0
274,380,4.0
448,4896,3.0
448,5530,2.5
274,76251,4.0
288,5618,4.0
414,2761,4.0
274,1196,4.5
288,7163,3.0
599,5548,2.5
68,46578,3.0
599,3697,3.0
599,116044,1.5
68,5991,3.5
274,733,3.0
474,3702,2.0
414,6383,2.5
599,1015,1.5
274,2160,3.5
274,3535,5.0
606,266,3.0
448,157432,1.0
599,32440,2.0
474,6289,3.5
606,7131,3.0
414,4720,3.0
599,931,3.0
414,953,5.0
68,1,2.5
599,96728,3.0
610,71252,3.0
414,2077,4.0
414,46976,4.0
610,2022,3.5
599,98623,3.0
414,1343,4.0
274,56174,4.0
599,861,4.0
448,1884,2.5
474,25753,4.0
380,8969,3.0
274,2517,3.5
414,42728,3.5
414,267,4.0
606,2730,4.0
474,5248,0.5
474,1398,2.5
474,6400,3.5
68,4321,3.5
380,2232,2.5
474,25856,3.0
414,61024,4.0
474,5577,4.0
288,1304,4.0
380,6263,4.0
414,3033,4.0
610,111663,3.5
474,52967,4.0
474,2801,4.5
414,2378,3.0
606,8623,3.0
414,160080,3.0
474,2391,4.0
448,122900,3.5
288,2615,2.0
448,104913,4.0
474,3038,4.0
68,4084,2.0
599,5574,3.0
414,1277,5.0
68,1387,3.5
274,76293,3.0
474,7102,3.0
610,8371,3.0
380,6220,4.0
606,80,4.0
380,1777,3.0
414,2091,3.0
274,71156,3.5
274,6156,2.5
288,1007,3.5
414,96737,4.0
599,5582,2.5
274,4993,3.0
474,8154,2.5
474,8796,2.5
380,3273,1.0
380,147378,3.0
599,2410,3.0
474,2598,2.0
288,4976,4.0
414,8638,4.0
610,26399,3.5
448,103865,2.0
414,5009,4.0
414,55363,3.0
380,1717,2.0
474,1083,2.0
414,761,2.0
414,6790,2.5
448,2792,3.0
599,165529,2.0
606,2145,3.5
474,4641,4.0
448,6708,3.5
606,6961,4.0
474,3421,2.0
599,4619,1.5
474,3983,4.5
474,3101,4.0
288,1983,2.0
68,1792,4.0
274,1969,2.5
288,7438,4.0
610,55269,4.0
448,5752,3.0
414,2253,1.0
599,904,3.0
274,7143,4.0
414,3020,4.0
610,57640,4.0
448,3967,4.0
380,31698,1.0
599,1129,4.5
606,7060,4.0
474,2333,3.5
448,85131,1.0
599,27441,2.5
448,86833,4.0
414,5666,5.0
288,963,3.0
274,4958,2.5
274,5909,3.0
274,57536,3.5
274,6377,4.0
380,293,5.0
474,3489,4.0
474,6636,3.5
380,113573,3.0
448,2959,4.0
474,5294,4.0
474,2826,1.0
606,44301,3.5
414,6033,3.0
274,1080,3.5
274,47200,4.5
606,4993,4.5
274,54995,4.5
414,412,4.0
68,1206,3.0
380,40732,5.0
68,4034,3.5
606,2467,4.0
610,110286,3.5
606,3252,4.0
599,1461,2.0
474,5791,4.0
448,164375,1.5
274,2918,4.5
380,164909,4.0
414,5046,3.0
599,1827,3.5
599,26152,3.0
474,3606,3.5
68,7010,3.5
448,303,3.0
68,68659,4.0
288,3755,2.0
474,3186,3.5
414,32019,2.0
414,7361,4.5
274,55282,3.0
288,30810,4.5
274,26523,3.5
448,53322,3.0
414,3044,3.0
610,1136,5.0
448,97328,3.0
68,6753,3.0
414,3684,3.0
288,4492,3.0
599,2701,1.0
448,105211,3.5
274,36401,1.0
599,2323,3.5
610,58964,4.0
274,196,3.5
606,6553,4.0
606,2702,3.5
448,3494,5.0
606,4718,1.0
448,76077,2.0
414,540,2.0
474,3510,3.5
599,27741,3.5
610,53468,3.0
599,3578,3.5
414,53993,2.5
414,610,4.0
610,30825,3.0
414,2600,4.0
274,27311,3.5
474,3910,4.0
414,1997,4.0
474,27846,3.5
414,4985,1.0
474,595,5.0
448,1380,3.0
414,704,2.0
610,8376,3.0
448,6476,3.0
448,36401,3.0
414,2571,5.0
474,224,3.5
274,2000,3.0
599,8157,2.5
380,58025,3.5
448,134158,1.5
288,1276,4.0
474,3260,4.5
414,1103,5.0
474,6984,4.0
414,6936,3.0
610,95088,4.0
414,40583,4.0
474,2210,3.5
380,2528,3.0
606,2021,4.0
68,82459,3.5
610,114180,3.5
274,1608,3.5
606,92,3.5
474,4462,2.0
68,410,3.5
274,33672,3.5
414,4308,5.0
599,177615,2.5
274,2093,3.5
414,3378,4.0
448,8961,4.5
68,80860,4.5
380,5463,4.0
599,5553,2.0
610,4023,3.0
599,3269,2.5
414,4446,4.0
610,62336,5.0
414,1601,3.0
448,2368,2.0
448,435,3.0
610,3740,4.5
274,72011,3.5
274,7285,3.5
599,26686,1.0
448,45728,5.0
599,4043,3.0
274,31225,3.0
610,784,5.0
448,87876,3.0
599,49278,2.0
414,1947,4.0
68,2826,2.0
448,30793,3.0
474,3163,3.5
448,152658,1.5
606,3479,3.5
380,37720,3.0
599,1352,2.5
448,89087,2.0
599,68650,2.0
380,71530,3.0
599,4310,2.0
448,3114,5.0
610,166534,4.0
610,93193,3.0
610,164179,5.0
474,36537,3.5
414,6187,3.0
448,2986,3.0
599,3243,1.5
380,48394,5.0
606,27821,2.5
474,1297,2.0
448,4621,2.0
474,7082,3.5
599,1027,3.0
68,40629,4.0
274,1265,4.5
68,4993,4.5
606,8391,3.0
288,1129,2.0
599,5944,2.5
288,3649,2.0
274,1007,2.0
599,410,2.5
474,7832,3.5
448,2105,4.0
414,5039,4.0
414,4474,2.0
414,535,3.0
448,168456,2.0
599,101074,2.0
610,3018,4.0
474,7772,3.5
448,8614,2.0
474,44511,3.5
606,8983,4.0
414,5151,4.0
414,7175,2.0
414,1598,2.0
606,305,3.5
599,2052,1.0
599,459,1.5
474,2194,4.0
599,80463,4.5
474,2204,3.5
474,914,4.5
474,37729,4.0
414,7439,2.0
414,5650,5.0
274,1391,4.0
606,632,4.0
68,76251,4.0
610,303,3.0
274,74458,4.5
414,2355,4.0
414,2408,2.0
380,356,5.0
68,8807,4.0
274,7324,3.5
599,76093,2.5
380,4821,5.0
599,75813,3.0
599,3100,2.5
414,858,5.0
68,1586,3.5
414,3844,2.0
474,8771,3.0
448,555,4.0
448,136666,1.0
68,4677,3.5
414,2795,3.0
414,5994,4.0
414,55247,3.5
474,6101,4.0
474,2906,1.0
288,457,3.0
448,92008,2.5
610,780,3.5
599,4285,2.5
448,8917,4.5
599,4971,2.5
288,3985,3.0
448,106916,4.0
448,86142,3.0
414,1020,2.0
606,6798,2.5
599,6582,1.5
380,140359,4.0
68,2427,3.5
274,48516,4.0
380,2701,4.0
414,52375,3.5
288,47261,2.5
610,79091,4.0
448,2264,3.0
414,3617,4.0
610,6,5.0
474,4084,2.0
380,1721,2.0
448,100326,2.5
68,54995,3.5
288,1995,2.0
606,4912,4.0
610,115149,5.0
610,27831,3.5
448,3104,4.0
274,57274,3.5
414,4498,3.0
68,432,2.5
474,2185,4.0
414,36,3.0
380,49932,1.0
599,5219,2.5
448,100498,1.5
606,69604,3.0
599,1089,5.0
68,1031,2.0
414,1952,4.0
599,3502,3.0
599,5010,2.5
274,73321,3.5
380,5609,3.0
414,6249,2.0
599,7225,3.0
274,849,4.0
414,5329,3.0
380,704,3.0
448,2393,4.0
610,3646,1.0
599,2092,1.0
599,3300,2.5
448,5419,1.5
610,58826,2.5
606,7371,4.5
414,5505,4.0
610,296,5.0
68,6939,4.0
414,915,4.0
414,4063,2.0
599,3418,3.0
606,55069,4.0
414,37384,3.0
610,79293,3.0
610,81932,4.0
599,4720,2.5
414,69122,4.0
414,2028,5.0
474,8938,4.0
599,42011,2.5
288,2662,3.0
448,143472,1.5
599,58559,3.5
474,376,2.0
274,3113,3.5
414,593,4.0
448,160573,3.0
606,39715,1.0
474,4545,2.0
606,1270,3.5
599,4898,2.5
610,1241,5.0
414,2500,3.0
474,490,2.0
288,3930,1.0
68,6323,2.5
414,4128,5.0
599,2501,2.5
274,1556,2.0
448,51412,1.0
288,2004,3.0
610,60760,2.5
599,2605,2.0
288,2987,3.0
274,69275,4.0
448,135861,4.0
606,44694,4.5
599,4929,2.5
610,4533,4.0
288,2788,4.0
414,3480,4.0
474,3269,2.0
414,30848,3.5
599,53996,3.0
599,89085,2.5
599,210,2.0
380,3018,4.0
448,2094,3.0
414,1262,5.0
606,930,4.5
274,54272,3.5
599,31221,1.5
414,5995,4.5
380,56003,3.0
414,908,4.0
414,40278,4.0
448,2005,3.0
606,7486,4.5
599,3614,2.0
414,33162,3.5
380,1219,4.0
414,2372,2.0
610,71156,3.0
599,98124,3.5
380,5055,3.0
414,62434,3.5
274,30810,3.5
274,2,3.5
288,6942,3.0
448,3108,3.0
610,114670,3.5
274,27773,3.5
448,89427,1.5
288,3101,3.0
380,2683,3.0
599,535,3.0
474,55253,3.5
274,2384,4.5
68,3916,4.0
68,1291,5.0
414,45880,3.0
414,68358,4.0
68,2335,3.0
599,1610,3.0
274,3882,2.5
448,96079,4.0
448,45666,2.0
599,2571,5.0
448,5502,2.5
610,44555,3.0
474,3994,4.5
474,7256,4.0
414,423,2.0
474,2471,1.0
606,4351,4.0
599,95,2.0
448,37727,2.0
606,1417,3.5
274,46965,3.0
68,1124,2.0
474,1260,4.0
610,3016,4.5
474,50740,4.0
599,1590,3.0
606,159,3.5
380,6755,4.0
448,4448,3.0
414,1321,3.0
68,95875,4.0
448,133281,2.0
599,31,2.0
414,1957,3.0
474,6368,3.5
414,45517,3.0
274,4886,3.5
288,5497,3.0
474,2615,3.0
606,26796,3.5
610,92420,5.0
599,4989,2.0
474,6934,2.5
474,4103,3.5
288,595,4.0
380,3301,3.0
68,6266,2.5
606,2396,4.0
474,2804,4.0
68,5693,3.5
610,103596,2.5
274,3362,4.5
288,260,5.0
448,1210,5.0
274,54190,4.0
274,173,3.5
606,2908,4.0
448,45722,2.5
414,1635,4.0
68,3675,4.0
599,26375,3.0
274,6711,3.0
414,5377,5.0
474,3789,3.5
599,132362,3.5
606,1612,3.0
599,45880,3.0
610,4246,3.5
474,733,4.0
606,2002,0.5
274,5989,4.0
380,94864,4.0
380,6365,4.0
474,4495,5.0
68,102445,5.0
274,8950,3.5
606,1610,3.5
414,5680,3.5
288,2243,3.0
599,7346,2.0
414,3967,4.0
599,736,2.5
448,413,2.0
274,43917,2.0
68,4011,3.0
599,371,2.5
380,4735,3.0
274,8783,2.0
599,95147,3.5
68,33154,3.0
599,2391,4.0
448,2518,3.0
606,2412,1.5
274,2567,3.5
599,492,2.5
599,3264,2.5
274,2036,2.5
599,520,3.0
274,3254,3.0
414,2836,5.0
380,8950,4.0
448,114662,4.0
599,528,2.0
414,69526,2.5
414,4816,4.0
274,64614,4.0
610,1291,4.5
68,34150,3.5
288,8783,3.0
380,77798,0.5
474,7053,4.0
380,1339,3.0
599,1266,3.0
288,3784,3.0
380,3408,3.0
599,2123,2.0
599,106782,3.0
606,2716,3.5
599,3686,2.0
274,7293,4.0
288,2396,4.0
380,4498,4.0
610,412,2.0
288,2147,2.0
474,44709,4.5
68,89492,4.5
599,26622,3.0
610,3616,2.0
610,50872,5.0
474,2064,4.0
414,179819,4.5
288,1299,4.0
599,168326,3.0
274,80489,4.0
288,3174,3.0
474,7116,3.5
606,3081,3.0
274,4306,3.5
274,2096,3.0
599,59016,2.5
448,69640,3.0
599,27478,2.0
474,8875,4.0
68,57951,3.0
414,3461,3.0
68,924,1.5
610,85179,4.0
68,708,3.0
274,5803,1.5
599,7117,2.0
414,4903,4.0
414,47099,3.5
448,119141,3.5
474,3429,3.5
288,3074,3.0
414,47629,4.0
380,6888,2.0
474,2670,3.0
448,87444,1.5
610,75395,3.5
448,110655,2.5
68,7153,4.5
599,1411,4.0
414,2376,3.0
414,273,2.0
274,60069,3.5
474,1301,3.5
474,918,3.5
448,117466,2.5
414,4587,3.0
380,7438,3.0
288,3361,3.5
610,3564,2.0
68,3527,3.5
599,3200,4.0
610,6156,3.5
448,2088,3.0
474,2009,3.0
274,4718,2.0
68,62999,3.5
414,3252,5.0
610,7369,2.5
414,780,4.0
474,48385,3.5
274,50794,3.0
414,4349,3.0
274,5872,3.0
606,527,5.0
68,1866,3.5
68,4388,2.0
274,2587,4.0
606,6974,2.5
599,5961,1.5
414,1593,2.0
599,852,2.0
474,8623,3.5
380,587,3.0
474,5502,4.5
380,70159,2.0
448,4558,3.0
274,4015,2.0
448,1676,4.0
599,92674,2.5
599,80880,2.5
380,1101,3.0
610,54910,4.0
448,2414,3.0
68,2080,3.0
610,1230,3.0
448,142424,2.0
474,4571,4.5
274,5588,3.5
288,4992,3.0
414,116797,4.0
414,7033,3.5
288,2922,3.0
288,968,3.0
599,42638,2.5
599,95449,2.0
474,4012,2.0
414,6062,3.0
599,440,2.5
380,1281,4.0
68,1381,2.5
599,1212,3.0
599,8910,2.5
448,146688,2.0
474,6104,4.0
606,1641,4.0
288,2985,4.0
474,6539,3.5
599,50003,1.0
474,6732,2.5
599,485,3.0
599,4351,3.0
68,66198,3.0
380,3551,4.0
474,4361,4.0
274,4744,3.0
474,8754,4.0
599,595,3.5
380,5419,3.0
606,5694,3.0
274,42285,3.0
599,87306,3.5
606,47610,4.0
414,49280,3.5
414,3,4.0
274,2581,3.0
380,4367,4.0
414,166568,4.0
274,33834,3.5
414,2793,2.0
414,3100,4.0
610,55280,4.0
606,356,4.0
610,592,4.5
599,4973,5.0
380,31878,5.0
414,63876,4.0
474,4306,4.5
448,4321,5.0
274,61240,3.5
414,428,4.0
610,3362,5.0
274,919,3.5
610,116799,4.5
599,7235,3.0
610,162350,3.5
414,6807,4.0
610,80126,3.5
599,505,1.0
610,5329,3.5
414,4971,3.0
414,1667,2.0
474,2212,3.0
288,1302,3.0
610,107348,3.5
448,594,4.0
474,45928,4.0
414,46572,2.0
474,2184,3.5
414,55872,3.5
599,1515,1.5
380,4855,5.0
599,473,1.0
448,5957,2.5
68,4700,2.5
274,1968,4.0
68,296,2.0
380,95004,4.0
606,306,4.5
274,4963,4.0
414,3752,3.0
599,85796,2.5
414,4333,4.0
68,1680,3.0
610,54997,3.5
274,56145,4.5
448,118900,3.0
68,2581,3.5
414,1641,4.0
606,6539,3.0
599,27904,2.5
68,3421,3.0
610,87222,3.5
414,5391,4.0
599,109487,3.5
474,7160,4.0
274,48394,3.5
474,3076,3.0
414,1785,4.0
599,2829,2.5
599,3072,2.0
414,2690,3.0
68,3174,2.0
414,163,4.0
474,993,3.0
288,5945,4.0
448,6888,1.5
68,441,4.5
448,173751,2.0
599,31553,1.0
610,34321,3.0
380,1291,5.0
474,2919,4.0
